Date,Product_ID,Product_Name,Category,Sales_Quantity,Price,Current_Stock,Month,DayOfWeek,Season
2025-07-17,P011,Speaker,Accessories,171,3500,461,7,Thursday,Monsoon
2025-07-17,P012,Router,Networking,57,2500,623,7,Thursday,Monsoon
2025-07-17,P013,SSD,Storage,100,4500,600,7,Thursday,Monsoon
2025-07-17,P014,Hard Disk,Storage,67,4000,326,7,Thursday,Monsoon
2025-07-17,P015,USB Drive,Storage,91,700,206,7,Thursday,Monsoon
2025-07-17,P016,Power Bank,Accessories,193,1200,561,7,Thursday,Monsoon
2025-07-17,P017,Microphone,Accessories,199,2800,892,7,Thursday,Monsoon
2025-07-17,P018,Projector,Office Equipment,195,35000,991,7,Thursday,Monsoon
2025-07-17,P019,Gaming Console,Electronics,131,45000,1008,7,Thursday,Monsoon
2025-07-17,P020,Webcam,Accessories,226,2200,542,7,Thursday,Monsoon
2025-07-18,P001,Laptop,Electronics,209,55000,661,7,Friday,Monsoon
2025-07-18,P002,Smartphone,Electronics,230,25000,716,7,Friday,Monsoon
2025-07-18,P003,Headphones,Accessories,58,2500,379,7,Friday,Monsoon
2025-07-18,P004,Keyboard,Accessories,217,1500,307,7,Friday,Monsoon
2025-07-18,P005,Mouse,Accessories,130,800,973,7,Friday,Monsoon
2025-07-18,P006,Monitor,Electronics,159,12000,1097,7,Friday,Monsoon
2025-07-18,P007,Printer,Office Equipment,123,15000,487,7,Friday,Monsoon
2025-07-18,P008,Tablet,Electronics,233,18000,398,7,Friday,Monsoon
2025-07-18,P009,Smartwatch,Electronics,167,5000,773,7,Friday,Monsoon
2025-07-18,P010,Camera,Electronics,246,30000,330,7,Friday,Monsoon
2025-07-18,P011,Speaker,Accessories,70,3500,1113,7,Friday,Monsoon
2025-07-18,P012,Router,Networking,116,2500,1048,7,Friday,Monsoon
2025-07-18,P013,SSD,Storage,182,4500,717,7,Friday,Monsoon
2025-07-18,P014,Hard Disk,Storage,231,4000,216,7,Friday,Monsoon
2025-07-18,P015,USB Drive,Storage,62,700,956,7,Friday,Monsoon
2025-07-18,P016,Power Bank,Accessories,58,1200,737,7,Friday,Monsoon
2025-07-18,P017,Microphone,Accessories,169,2800,650,7,Friday,Monsoon
2025-07-18,P018,Projector,Office Equipment,199,35000,795,7,Friday,Monsoon
2025-07-18,P019,Gaming Console,Electronics,172,45000,863,7,Friday,Monsoon
2025-07-18,P020,Webcam,Accessories,136,2200,492,7,Friday,Monsoon
2025-07-19,P001,Laptop,Electronics,148,55000,838,7,Saturday,Monsoon
2025-07-19,P002,Smartphone,Electronics,93,25000,343,7,Saturday,Monsoon
2025-07-19,P003,Headphones,Accessories,110,2500,265,7,Saturday,Monsoon
2025-07-19,P004,Keyboard,Accessories,158,1500,915,7,Saturday,Monsoon
2025-07-19,P005,Mouse,Accessories,117,800,623,7,Saturday,Monsoon
2025-07-19,P006,Monitor,Electronics,202,12000,315,7,Saturday,Monsoon
2025-07-19,P007,Printer,Office Equipment,231,15000,245,7,Saturday,Monsoon
2025-07-19,P008,Tablet,Electronics,205,18000,827,7,Saturday,Monsoon
2025-07-19,P009,Smartwatch,Electronics,181,5000,1101,7,Saturday,Monsoon
2025-07-19,P010,Camera,Electronics,209,30000,879,7,Saturday,Monsoon
2025-07-19,P011,Speaker,Accessories,243,3500,655,7,Saturday,Monsoon
2025-07-19,P012,Router,Networking,138,2500,924,7,Saturday,Monsoon
2025-07-19,P013,SSD,Storage,239,4500,679,7,Saturday,Monsoon
2025-07-19,P014,Hard Disk,Storage,159,4000,828,7,Saturday,Monsoon
2025-07-19,P015,USB Drive,Storage,106,700,449,7,Saturday,Monsoon
2025-07-19,P016,Power Bank,Accessories,242,1200,1183,7,Saturday,Monsoon
2025-07-19,P017,Microphone,Accessories,72,2800,265,7,Saturday,Monsoon
2025-07-19,P018,Projector,Office Equipment,62,35000,511,7,Saturday,Monsoon
2025-07-19,P019,Gaming Console,Electronics,104,45000,950,7,Saturday,Monsoon
2025-07-19,P020,Webcam,Accessories,223,2200,503,7,Saturday,Monsoon
2025-07-20,P001,Laptop,Electronics,122,55000,1159,7,Sunday,Monsoon
2025-07-20,P002,Smartphone,Electronics,200,25000,1022,7,Sunday,Monsoon
2025-07-20,P003,Headphones,Accessories,216,2500,682,7,Sunday,Monsoon
2025-07-20,P004,Keyboard,Accessories,167,1500,529,7,Sunday,Monsoon
2025-07-20,P005,Mouse,Accessories,107,800,480,7,Sunday,Monsoon
2025-07-20,P006,Monitor,Electronics,246,12000,262,7,Sunday,Monsoon
2025-07-20,P007,Printer,Office Equipment,166,15000,555,7,Sunday,Monsoon
2025-07-20,P008,Tablet,Electronics,128,18000,987,7,Sunday,Monsoon
2025-07-20,P009,Smartwatch,Electronics,70,5000,948,7,Sunday,Monsoon
2025-07-20,P010,Camera,Electronics,248,30000,1086,7,Sunday,Monsoon
2025-07-20,P011,Speaker,Accessories,60,3500,460,7,Sunday,Monsoon
2025-07-20,P012,Router,Networking,188,2500,690,7,Sunday,Monsoon
2025-07-20,P013,SSD,Storage,199,4500,359,7,Sunday,Monsoon
2025-07-20,P014,Hard Disk,Storage,183,4000,663,7,Sunday,Monsoon
2025-07-20,P015,USB Drive,Storage,176,700,518,7,Sunday,Monsoon
2025-07-20,P016,Power Bank,Accessories,236,1200,430,7,Sunday,Monsoon
2025-07-20,P017,Microphone,Accessories,90,2800,984,7,Sunday,Monsoon
2025-07-20,P018,Projector,Office Equipment,84,35000,456,7,Sunday,Monsoon
2025-07-20,P019,Gaming Console,Electronics,71,45000,758,7,Sunday,Monsoon
2025-07-20,P020,Webcam,Accessories,107,2200,1139,7,Sunday,Monsoon
2025-07-21,P001,Laptop,Electronics,185,55000,567,7,Monday,Monsoon
2025-07-21,P002,Smartphone,Electronics,196,25000,894,7,Monday,Monsoon
2025-07-21,P003,Headphones,Accessories,151,2500,1045,7,Monday,Monsoon
2025-07-21,P004,Keyboard,Accessories,195,1500,366,7,Monday,Monsoon
2025-07-21,P005,Mouse,Accessories,153,800,651,7,Monday,Monsoon
2025-07-21,P006,Monitor,Electronics,104,12000,436,7,Monday,Monsoon
2025-07-21,P007,Printer,Office Equipment,134,15000,808,7,Monday,Monsoon
2025-07-21,P008,Tablet,Electronics,98,18000,600,7,Monday,Monsoon
2025-07-21,P009,Smartwatch,Electronics,104,5000,1188,7,Monday,Monsoon
2025-07-21,P010,Camera,Electronics,139,30000,861,7,Monday,Monsoon
2025-07-21,P011,Speaker,Accessories,85,3500,1071,7,Monday,Monsoon
2025-07-21,P012,Router,Networking,210,2500,1149,7,Monday,Monsoon
2025-07-21,P013,SSD,Storage,82,4500,435,7,Monday,Monsoon
2025-07-21,P014,Hard Disk,Storage,175,4000,404,7,Monday,Monsoon
2025-07-21,P015,USB Drive,Storage,218,700,1188,7,Monday,Monsoon
2025-07-21,P016,Power Bank,Accessories,180,1200,443,7,Monday,Monsoon
2025-07-21,P017,Microphone,Accessories,143,2800,899,7,Monday,Monsoon
2025-07-21,P018,Projector,Office Equipment,97,35000,617,7,Monday,Monsoon
2025-07-21,P019,Gaming Console,Electronics,79,45000,574,7,Monday,Monsoon
2025-07-21,P020,Webcam,Accessories,131,2200,617,7,Monday,Monsoon
2025-07-22,P001,Laptop,Electronics,244,55000,849,7,Tuesday,Monsoon
2025-07-22,P002,Smartphone,Electronics,146,25000,776,7,Tuesday,Monsoon
2025-07-22,P003,Headphones,Accessories,188,2500,1194,7,Tuesday,Monsoon
2025-07-22,P004,Keyboard,Accessories,184,1500,435,7,Tuesday,Monsoon
2025-07-22,P005,Mouse,Accessories,239,800,734,7,Tuesday,Monsoon
2025-07-22,P006,Monitor,Electronics,159,12000,606,7,Tuesday,Monsoon
2025-07-22,P007,Printer,Office Equipment,117,15000,512,7,Tuesday,Monsoon
2025-07-22,P008,Tablet,Electronics,55,18000,508,7,Tuesday,Monsoon
2025-07-22,P009,Smartwatch,Electronics,199,5000,1086,7,Tuesday,Monsoon
2025-07-22,P010,Camera,Electronics,96,30000,942,7,Tuesday,Monsoon
2025-07-22,P011,Speaker,Accessories,186,3500,627,7,Tuesday,Monsoon
2025-07-22,P012,Router,Networking,117,2500,757,7,Tuesday,Monsoon
2025-07-22,P013,SSD,Storage,219,4500,268,7,Tuesday,Monsoon
2025-07-22,P014,Hard Disk,Storage,245,4000,820,7,Tuesday,Monsoon
2025-07-22,P015,USB Drive,Storage,185,700,247,7,Tuesday,Monsoon
2025-07-22,P016,Power Bank,Accessories,77,1200,606,7,Tuesday,Monsoon
2025-07-22,P017,Microphone,Accessories,247,2800,552,7,Tuesday,Monsoon
2025-07-22,P018,Projector,Office Equipment,129,35000,304,7,Tuesday,Monsoon
2025-07-22,P019,Gaming Console,Electronics,57,45000,244,7,Tuesday,Monsoon
2025-07-22,P020,Webcam,Accessories,224,2200,708,7,Tuesday,Monsoon
2025-07-23,P001,Laptop,Electronics,239,55000,912,7,Wednesday,Monsoon
2025-07-23,P002,Smartphone,Electronics,147,25000,585,7,Wednesday,Monsoon
2025-07-23,P003,Headphones,Accessories,83,2500,1058,7,Wednesday,Monsoon
2025-07-23,P004,Keyboard,Accessories,146,1500,1007,7,Wednesday,Monsoon
2025-07-23,P005,Mouse,Accessories,193,800,564,7,Wednesday,Monsoon
2025-07-23,P006,Monitor,Electronics,118,12000,715,7,Wednesday,Monsoon
2025-07-23,P007,Printer,Office Equipment,113,15000,1193,7,Wednesday,Monsoon
2025-07-23,P008,Tablet,Electronics,97,18000,475,7,Wednesday,Monsoon
2025-07-23,P009,Smartwatch,Electronics,249,5000,866,7,Wednesday,Monsoon
2025-07-23,P010,Camera,Electronics,209,30000,1156,7,Wednesday,Monsoon
2025-07-23,P011,Speaker,Accessories,163,3500,292,7,Wednesday,Monsoon
2025-07-23,P012,Router,Networking,104,2500,804,7,Wednesday,Monsoon
2025-07-23,P013,SSD,Storage,89,4500,488,7,Wednesday,Monsoon
2025-07-23,P014,Hard Disk,Storage,249,4000,331,7,Wednesday,Monsoon
2025-07-23,P015,USB Drive,Storage,210,700,925,7,Wednesday,Monsoon
2025-07-23,P016,Power Bank,Accessories,94,1200,440,7,Wednesday,Monsoon
2025-07-23,P017,Microphone,Accessories,207,2800,985,7,Wednesday,Monsoon
2025-07-23,P018,Projector,Office Equipment,75,35000,1099,7,Wednesday,Monsoon
2025-07-23,P019,Gaming Console,Electronics,165,45000,1097,7,Wednesday,Monsoon
2025-07-23,P020,Webcam,Accessories,67,2200,400,7,Wednesday,Monsoon
2025-07-24,P001,Laptop,Electronics,93,55000,826,7,Thursday,Monsoon
2025-07-24,P002,Smartphone,Electronics,66,25000,370,7,Thursday,Monsoon
2025-07-24,P003,Headphones,Accessories,133,2500,223,7,Thursday,Monsoon
2025-07-24,P004,Keyboard,Accessories,220,1500,348,7,Thursday,Monsoon
2025-07-24,P005,Mouse,Accessories,190,800,495,7,Thursday,Monsoon
2025-07-24,P006,Monitor,Electronics,228,12000,932,7,Thursday,Monsoon
2025-07-24,P007,Printer,Office Equipment,69,15000,918,7,Thursday,Monsoon
2025-07-24,P008,Tablet,Electronics,227,18000,905,7,Thursday,Monsoon
2025-07-24,P009,Smartwatch,Electronics,76,5000,484,7,Thursday,Monsoon
2025-07-24,P010,Camera,Electronics,230,30000,395,7,Thursday,Monsoon
2025-07-24,P011,Speaker,Accessories,51,3500,1008,7,Thursday,Monsoon
2025-07-24,P012,Router,Networking,180,2500,532,7,Thursday,Monsoon
2025-07-24,P013,SSD,Storage,103,4500,1072,7,Thursday,Monsoon
2025-07-24,P014,Hard Disk,Storage,102,4000,330,7,Thursday,Monsoon
2025-07-24,P015,USB Drive,Storage,148,700,487,7,Thursday,Monsoon
2025-07-24,P016,Power Bank,Accessories,200,1200,949,7,Thursday,Monsoon
2025-07-24,P017,Microphone,Accessories,248,2800,407,7,Thursday,Monsoon
2025-07-24,P018,Projector,Office Equipment,218,35000,551,7,Thursday,Monsoon
2025-07-24,P019,Gaming Console,Electronics,182,45000,726,7,Thursday,Monsoon
2025-07-24,P020,Webcam,Accessories,166,2200,555,7,Thursday,Monsoon
2025-07-25,P001,Laptop,Electronics,116,55000,721,7,Friday,Monsoon
2025-07-25,P002,Smartphone,Electronics,98,25000,286,7,Friday,Monsoon
2025-07-25,P003,Headphones,Accessories,247,2500,931,7,Friday,Monsoon
2025-07-25,P004,Keyboard,Accessories,112,1500,768,7,Friday,Monsoon
2025-07-25,P005,Mouse,Accessories,193,800,823,7,Friday,Monsoon
2025-07-25,P006,Monitor,Electronics,183,12000,1022,7,Friday,Monsoon
2025-07-25,P007,Printer,Office Equipment,186,15000,1191,7,Friday,Monsoon
2025-07-25,P008,Tablet,Electronics,196,18000,767,7,Friday,Monsoon
2025-07-25,P009,Smartwatch,Electronics,147,5000,1097,7,Friday,Monsoon
2025-07-25,P010,Camera,Electronics,199,30000,924,7,Friday,Monsoon
2025-07-25,P011,Speaker,Accessories,209,3500,828,7,Friday,Monsoon
2025-07-25,P012,Router,Networking,82,2500,562,7,Friday,Monsoon
2025-07-25,P013,SSD,Storage,146,4500,1017,7,Friday,Monsoon
2025-07-25,P014,Hard Disk,Storage,107,4000,871,7,Friday,Monsoon
2025-07-25,P015,USB Drive,Storage,170,700,869,7,Friday,Monsoon
2025-07-25,P016,Power Bank,Accessories,98,1200,293,7,Friday,Monsoon
2025-07-25,P017,Microphone,Accessories,157,2800,895,7,Friday,Monsoon
2025-07-25,P018,Projector,Office Equipment,149,35000,689,7,Friday,Monsoon
2025-07-25,P019,Gaming Console,Electronics,198,45000,753,7,Friday,Monsoon
2025-07-25,P020,Webcam,Accessories,201,2200,506,7,Friday,Monsoon
2025-07-26,P001,Laptop,Electronics,189,55000,859,7,Saturday,Monsoon
2025-07-26,P002,Smartphone,Electronics,167,25000,975,7,Saturday,Monsoon
2025-07-26,P003,Headphones,Accessories,153,2500,972,7,Saturday,Monsoon
2025-07-26,P004,Keyboard,Accessories,139,1500,871,7,Saturday,Monsoon
2025-07-26,P005,Mouse,Accessories,188,800,1081,7,Saturday,Monsoon
2025-07-26,P006,Monitor,Electronics,127,12000,945,7,Saturday,Monsoon
2025-07-26,P007,Printer,Office Equipment,120,15000,939,7,Saturday,Monsoon
2025-07-26,P008,Tablet,Electronics,129,18000,1143,7,Saturday,Monsoon
2025-07-26,P009,Smartwatch,Electronics,85,5000,1048,7,Saturday,Monsoon
2025-07-26,P010,Camera,Electronics,159,30000,248,7,Saturday,Monsoon
2025-07-26,P011,Speaker,Accessories,238,3500,747,7,Saturday,Monsoon
2025-07-26,P012,Router,Networking,107,2500,646,7,Saturday,Monsoon
2025-07-26,P013,SSD,Storage,123,4500,320,7,Saturday,Monsoon
2025-07-26,P014,Hard Disk,Storage,250,4000,774,7,Saturday,Monsoon
2025-07-26,P015,USB Drive,Storage,92,700,411,7,Saturday,Monsoon
2025-07-26,P016,Power Bank,Accessories,241,1200,1191,7,Saturday,Monsoon
2025-07-26,P017,Microphone,Accessories,214,2800,930,7,Saturday,Monsoon
2025-07-26,P018,Projector,Office Equipment,123,35000,837,7,Saturday,Monsoon
2025-07-26,P019,Gaming Console,Electronics,66,45000,1066,7,Saturday,Monsoon
2025-07-26,P020,Webcam,Accessories,209,2200,934,7,Saturday,Monsoon
2025-07-27,P001,Laptop,Electronics,156,55000,620,7,Sunday,Monsoon
2025-07-27,P002,Smartphone,Electronics,90,25000,551,7,Sunday,Monsoon
2025-07-27,P003,Headphones,Accessories,174,2500,584,7,Sunday,Monsoon
2025-07-27,P004,Keyboard,Accessories,114,1500,428,7,Sunday,Monsoon
2025-07-27,P005,Mouse,Accessories,233,800,285,7,Sunday,Monsoon
2025-07-27,P006,Monitor,Electronics,210,12000,830,7,Sunday,Monsoon
2025-07-27,P007,Printer,Office Equipment,208,15000,943,7,Sunday,Monsoon
2025-07-27,P008,Tablet,Electronics,194,18000,854,7,Sunday,Monsoon
2025-07-27,P009,Smartwatch,Electronics,62,5000,374,7,Sunday,Monsoon
2025-07-27,P010,Camera,Electronics,118,30000,724,7,Sunday,Monsoon
2025-07-27,P011,Speaker,Accessories,137,3500,435,7,Sunday,Monsoon
2025-07-27,P012,Router,Networking,204,2500,221,7,Sunday,Monsoon
2025-07-27,P013,SSD,Storage,140,4500,889,7,Sunday,Monsoon
2025-07-27,P014,Hard Disk,Storage,243,4000,204,7,Sunday,Monsoon
2025-07-27,P015,USB Drive,Storage,165,700,252,7,Sunday,Monsoon
2025-07-27,P016,Power Bank,Accessories,84,1200,420,7,Sunday,Monsoon
2025-07-27,P017,Microphone,Accessories,153,2800,1097,7,Sunday,Monsoon
2025-07-27,P018,Projector,Office Equipment,75,35000,1066,7,Sunday,Monsoon
2025-07-27,P019,Gaming Console,Electronics,126,45000,512,7,Sunday,Monsoon
2025-07-27,P020,Webcam,Accessories,128,2200,451,7,Sunday,Monsoon
2025-07-28,P001,Laptop,Electronics,78,55000,1000,7,Monday,Monsoon
2025-07-28,P002,Smartphone,Electronics,111,25000,504,7,Monday,Monsoon
2025-07-28,P003,Headphones,Accessories,161,2500,1143,7,Monday,Monsoon
2025-07-28,P004,Keyboard,Accessories,125,1500,794,7,Monday,Monsoon
2025-07-28,P005,Mouse,Accessories,55,800,872,7,Monday,Monsoon
2025-07-28,P006,Monitor,Electronics,73,12000,529,7,Monday,Monsoon
2025-07-28,P007,Printer,Office Equipment,99,15000,1081,7,Monday,Monsoon
2025-07-28,P008,Tablet,Electronics,144,18000,992,7,Monday,Monsoon
2025-07-28,P009,Smartwatch,Electronics,122,5000,1081,7,Monday,Monsoon
2025-07-28,P010,Camera,Electronics,85,30000,395,7,Monday,Monsoon
2025-07-28,P011,Speaker,Accessories,141,3500,608,7,Monday,Monsoon
2025-07-28,P012,Router,Networking,194,2500,388,7,Monday,Monsoon
2025-07-28,P013,SSD,Storage,126,4500,295,7,Monday,Monsoon
2025-07-28,P014,Hard Disk,Storage,98,4000,238,7,Monday,Monsoon
2025-07-28,P015,USB Drive,Storage,139,700,1100,7,Monday,Monsoon
2025-07-28,P016,Power Bank,Accessories,201,1200,501,7,Monday,Monsoon
2025-07-28,P017,Microphone,Accessories,189,2800,268,7,Monday,Monsoon
2025-07-28,P018,Projector,Office Equipment,73,35000,258,7,Monday,Monsoon
2025-07-28,P019,Gaming Console,Electronics,137,45000,426,7,Monday,Monsoon
2025-07-28,P020,Webcam,Accessories,85,2200,351,7,Monday,Monsoon
2025-07-29,P001,Laptop,Electronics,192,55000,1111,7,Tuesday,Monsoon
2025-07-29,P002,Smartphone,Electronics,121,25000,206,7,Tuesday,Monsoon
2025-07-29,P003,Headphones,Accessories,235,2500,670,7,Tuesday,Monsoon
2025-07-29,P004,Keyboard,Accessories,85,1500,612,7,Tuesday,Monsoon
2025-07-29,P005,Mouse,Accessories,81,800,392,7,Tuesday,Monsoon
2025-07-29,P006,Monitor,Electronics,191,12000,830,7,Tuesday,Monsoon
2025-07-29,P007,Printer,Office Equipment,157,15000,673,7,Tuesday,Monsoon
2025-07-29,P008,Tablet,Electronics,237,18000,1011,7,Tuesday,Monsoon
2025-07-29,P009,Smartwatch,Electronics,170,5000,416,7,Tuesday,Monsoon
2025-07-29,P010,Camera,Electronics,178,30000,674,7,Tuesday,Monsoon
2025-07-29,P011,Speaker,Accessories,158,3500,1156,7,Tuesday,Monsoon
2025-07-29,P012,Router,Networking,155,2500,592,7,Tuesday,Monsoon
2025-07-29,P013,SSD,Storage,60,4500,852,7,Tuesday,Monsoon
2025-07-29,P014,Hard Disk,Storage,243,4000,1054,7,Tuesday,Monsoon
2025-07-29,P015,USB Drive,Storage,215,700,708,7,Tuesday,Monsoon
2025-07-29,P016,Power Bank,Accessories,199,1200,768,7,Tuesday,Monsoon
2025-07-29,P017,Microphone,Accessories,98,2800,634,7,Tuesday,Monsoon
2025-07-29,P018,Projector,Office Equipment,57,35000,453,7,Tuesday,Monsoon
2025-07-29,P019,Gaming Console,Electronics,162,45000,699,7,Tuesday,Monsoon
2025-07-29,P020,Webcam,Accessories,164,2200,614,7,Tuesday,Monsoon
2025-07-30,P001,Laptop,Electronics,187,55000,457,7,Wednesday,Monsoon
2025-07-30,P002,Smartphone,Electronics,71,25000,1030,7,Wednesday,Monsoon
2025-07-30,P003,Headphones,Accessories,203,2500,741,7,Wednesday,Monsoon
2025-07-30,P004,Keyboard,Accessories,177,1500,681,7,Wednesday,Monsoon
2025-07-30,P005,Mouse,Accessories,221,800,1067,7,Wednesday,Monsoon
2025-07-30,P006,Monitor,Electronics,176,12000,921,7,Wednesday,Monsoon
2025-07-30,P007,Printer,Office Equipment,136,15000,828,7,Wednesday,Monsoon
2025-07-30,P008,Tablet,Electronics,127,18000,254,7,Wednesday,Monsoon
2025-07-30,P009,Smartwatch,Electronics,119,5000,1130,7,Wednesday,Monsoon
2025-07-30,P010,Camera,Electronics,115,30000,768,7,Wednesday,Monsoon
2025-07-30,P011,Speaker,Accessories,75,3500,1138,7,Wednesday,Monsoon
2025-07-30,P012,Router,Networking,185,2500,828,7,Wednesday,Monsoon
2025-07-30,P013,SSD,Storage,132,4500,988,7,Wednesday,Monsoon
2025-07-30,P014,Hard Disk,Storage,186,4000,404,7,Wednesday,Monsoon
2025-07-30,P015,USB Drive,Storage,162,700,425,7,Wednesday,Monsoon
2025-07-30,P016,Power Bank,Accessories,233,1200,648,7,Wednesday,Monsoon
2025-07-30,P017,Microphone,Accessories,110,2800,623,7,Wednesday,Monsoon
2025-07-30,P018,Projector,Office Equipment,91,35000,815,7,Wednesday,Monsoon
2025-07-30,P019,Gaming Console,Electronics,54,45000,1103,7,Wednesday,Monsoon
2025-07-30,P020,Webcam,Accessories,163,2200,978,7,Wednesday,Monsoon
2025-07-31,P001,Laptop,Electronics,84,55000,1121,7,Thursday,Monsoon
2025-07-31,P002,Smartphone,Electronics,217,25000,988,7,Thursday,Monsoon
2025-07-31,P003,Headphones,Accessories,162,2500,405,7,Thursday,Monsoon
2025-07-31,P004,Keyboard,Accessories,63,1500,1026,7,Thursday,Monsoon
2025-07-31,P005,Mouse,Accessories,96,800,956,7,Thursday,Monsoon
2025-07-31,P006,Monitor,Electronics,95,12000,585,7,Thursday,Monsoon
2025-07-31,P007,Printer,Office Equipment,71,15000,1093,7,Thursday,Monsoon
2025-07-31,P008,Tablet,Electronics,108,18000,1018,7,Thursday,Monsoon
2025-07-31,P009,Smartwatch,Electronics,226,5000,774,7,Thursday,Monsoon
2025-07-31,P010,Camera,Electronics,67,30000,898,7,Thursday,Monsoon
2025-07-31,P011,Speaker,Accessories,218,3500,1080,7,Thursday,Monsoon
2025-07-31,P012,Router,Networking,211,2500,1038,7,Thursday,Monsoon
2025-07-31,P013,SSD,Storage,109,4500,887,7,Thursday,Monsoon
2025-07-31,P014,Hard Disk,Storage,158,4000,933,7,Thursday,Monsoon
2025-07-31,P015,USB Drive,Storage,163,700,587,7,Thursday,Monsoon
2025-07-31,P016,Power Bank,Accessories,57,1200,1151,7,Thursday,Monsoon
2025-07-31,P017,Microphone,Accessories,63,2800,373,7,Thursday,Monsoon
2025-07-31,P018,Projector,Office Equipment,198,35000,206,7,Thursday,Monsoon
2025-07-31,P019,Gaming Console,Electronics,167,45000,751,7,Thursday,Monsoon
2025-07-31,P020,Webcam,Accessories,135,2200,294,7,Thursday,Monsoon
2025-08-01,P001,Laptop,Electronics,108,55000,416,8,Friday,Monsoon
2025-08-01,P002,Smartphone,Electronics,118,25000,718,8,Friday,Monsoon
2025-08-01,P003,Headphones,Accessories,110,2500,916,8,Friday,Monsoon
2025-08-01,P004,Keyboard,Accessories,143,1500,213,8,Friday,Monsoon
2025-08-01,P005,Mouse,Accessories,166,800,230,8,Friday,Monsoon
2025-08-01,P006,Monitor,Electronics,117,12000,1062,8,Friday,Monsoon
2025-08-01,P007,Printer,Office Equipment,221,15000,576,8,Friday,Monsoon
2025-08-01,P008,Tablet,Electronics,104,18000,403,8,Friday,Monsoon
2025-08-01,P009,Smartwatch,Electronics,232,5000,318,8,Friday,Monsoon
2025-08-01,P010,Camera,Electronics,154,30000,654,8,Friday,Monsoon
2025-08-01,P011,Speaker,Accessories,53,3500,204,8,Friday,Monsoon
2025-08-01,P012,Router,Networking,151,2500,584,8,Friday,Monsoon
2025-08-01,P013,SSD,Storage,142,4500,416,8,Friday,Monsoon
2025-08-01,P014,Hard Disk,Storage,54,4000,1019,8,Friday,Monsoon
2025-08-01,P015,USB Drive,Storage,121,700,595,8,Friday,Monsoon
2025-08-01,P016,Power Bank,Accessories,148,1200,622,8,Friday,Monsoon
2025-08-01,P017,Microphone,Accessories,79,2800,946,8,Friday,Monsoon
2025-08-01,P018,Projector,Office Equipment,179,35000,251,8,Friday,Monsoon
2025-08-01,P019,Gaming Console,Electronics,67,45000,495,8,Friday,Monsoon
2025-08-01,P020,Webcam,Accessories,96,2200,608,8,Friday,Monsoon
2025-08-02,P001,Laptop,Electronics,56,55000,614,8,Saturday,Monsoon
2025-08-02,P002,Smartphone,Electronics,73,25000,1178,8,Saturday,Monsoon
2025-08-02,P003,Headphones,Accessories,217,2500,1175,8,Saturday,Monsoon
2025-08-02,P004,Keyboard,Accessories,115,1500,1162,8,Saturday,Monsoon
2025-08-02,P005,Mouse,Accessories,224,800,1105,8,Saturday,Monsoon
2025-08-02,P006,Monitor,Electronics,135,12000,653,8,Saturday,Monsoon
2025-08-02,P007,Printer,Office Equipment,92,15000,416,8,Saturday,Monsoon
2025-08-02,P008,Tablet,Electronics,229,18000,863,8,Saturday,Monsoon
2025-08-02,P009,Smartwatch,Electronics,94,5000,679,8,Saturday,Monsoon
2025-08-02,P010,Camera,Electronics,156,30000,1154,8,Saturday,Monsoon
2025-08-02,P011,Speaker,Accessories,184,3500,223,8,Saturday,Monsoon
2025-08-02,P012,Router,Networking,205,2500,292,8,Saturday,Monsoon
2025-08-02,P013,SSD,Storage,102,4500,225,8,Saturday,Monsoon
2025-08-02,P014,Hard Disk,Storage,248,4000,529,8,Saturday,Monsoon
2025-08-02,P015,USB Drive,Storage,86,700,729,8,Saturday,Monsoon
2025-08-02,P016,Power Bank,Accessories,231,1200,1100,8,Saturday,Monsoon
2025-08-02,P017,Microphone,Accessories,237,2800,317,8,Saturday,Monsoon
2025-08-02,P018,Projector,Office Equipment,130,35000,922,8,Saturday,Monsoon
2025-08-02,P019,Gaming Console,Electronics,168,45000,1003,8,Saturday,Monsoon
2025-08-02,P020,Webcam,Accessories,213,2200,536,8,Saturday,Monsoon
2025-08-03,P001,Laptop,Electronics,178,55000,626,8,Sunday,Monsoon
2025-08-03,P002,Smartphone,Electronics,152,25000,1151,8,Sunday,Monsoon
2025-08-03,P003,Headphones,Accessories,82,2500,1005,8,Sunday,Monsoon
2025-08-03,P004,Keyboard,Accessories,58,1500,464,8,Sunday,Monsoon
2025-08-03,P005,Mouse,Accessories,65,800,1005,8,Sunday,Monsoon
2025-08-03,P006,Monitor,Electronics,209,12000,1033,8,Sunday,Monsoon
2025-08-03,P007,Printer,Office Equipment,212,15000,945,8,Sunday,Monsoon
2025-08-03,P008,Tablet,Electronics,246,18000,1092,8,Sunday,Monsoon
2025-08-03,P009,Smartwatch,Electronics,198,5000,983,8,Sunday,Monsoon
2025-08-03,P010,Camera,Electronics,99,30000,710,8,Sunday,Monsoon
2025-08-03,P011,Speaker,Accessories,216,3500,357,8,Sunday,Monsoon
2025-08-03,P012,Router,Networking,220,2500,684,8,Sunday,Monsoon
2025-08-03,P013,SSD,Storage,225,4500,407,8,Sunday,Monsoon
2025-08-03,P014,Hard Disk,Storage,214,4000,672,8,Sunday,Monsoon
2025-08-03,P015,USB Drive,Storage,245,700,705,8,Sunday,Monsoon
2025-08-03,P016,Power Bank,Accessories,164,1200,650,8,Sunday,Monsoon
